FID,COD_NOMBRE,COD_NOM_01,NOM_CALLE_,NOM_CAL_01,GID,COD_DEPTO,x,y
241,7052,9398,LAS TACUARAS,PSJE LAS PITANGAS,46346218,1,-56.280277580493,-34.8522730839959
242,7051,7052,2 LOS CIPRESES,LAS TACUARAS,46346219,1,-56.2802554945954,-34.8526211490861
243,7051,9398,2 LOS CIPRESES,PSJE LAS PITANGAS,46346220,1,-56.2797813387445,-34.8522426433889
244,6315,5877,AV GRAL SAN MARTIN,RANCAGUA,46346221,1,-56.1694098683112,-34.8433706195561
245,6315,5730,AV GRAL SAN MARTIN,PURACE,46346222,1,-56.1692762082095,-34.8423208530438
246,5037,1625,IGNACIO MEDINA,AV COSTANERA FELIPE CARAPE,46346223,1,-56.1935558159041,-34.8545149754661
247,5037,3057,IGNACIO MEDINA,GREGORIO GOMEZ,46346224,1,-56.1935558159041,-34.8545149754661
248,5037,6942,IGNACIO MEDINA,TREBOL,46346225,1,-56.1935558159041,-34.8545149754661
249,5037,5289,IGNACIO MEDINA,PATRIOTAS,46346226,1,-56.1934369687876,-34.8554249518867
250,6315,2226,AV GRAL SAN MARTIN,COTOPAXI,46346227,1,-56.1695405153103,-34.8444477252707
251,7068,3348,MATIAS ALVAREZ,AV  DR. LUIS ALBERTO DE HERRERA,46346228,1,-56.1946720350082,-34.8577547265573
252,7068,1223,MATIAS ALVAREZ,PSJE PNAL CABALLEROS ORIENTALES,46346229,1,-56.1954620066274,-34.8551944527241
253,7068,7017,MATIAS ALVAREZ,AGUSTIN VELAZQUEZ,46346230,1,-56.1954620066274,-34.8551944527241
254,2382,9601,RUFINO T DOMINGUEZ,PSJE PEATONAL REALOJO I. DE GASPAR,46346231,1,-56.1081276987781,-34.8773233554309
255,2382,994,RUFINO T DOMINGUEZ,CIUDAD DE AZUL,46346232,1,-56.1078641254224,-34.8776573520383
256,8000,3799,PSJE PEATONAL VEHICULAR,CNO DE LAS CHIRCAS,46346233,1,-56.2952117993178,-34.7650813730381
257,5682,1143,CARLOS PRINCIVALLE,RBLA DR BALTASAR BRUM,46346234,1,-56.2016142653077,-34.8812301388919
258,2396,2405,CNO DEL LEÃ‘ADOR,CNO DEL TROPERO,46346235,1,-56.3917216444093,-34.8300814999942
259,2396,9026,CNO DEL LEÃ‘ADOR,RBLA COSTANERA,46346236,1,-56.4066255472608,-34.8168587312717
260,273,1719,TEODORO ALVAREZ,FLORENTINO CASTELLANOS,46346237,1,-56.1892493635446,-34.8478647673353
261,273,4956,TEODORO ALVAREZ,BV JOSE BATLLE Y ORDOÃ‘EZ,46346238,1,-56.188443504422,-34.8476635700027
262,1712,7656,DR MARIO CASSINONI,AV 8 DE OCTUBRE,46346239,1,-56.1659542772121,-34.8974565246957
263,1712,2061,DR MARIO CASSINONI,COLONIA,46346240,1,-56.1660537302279,-34.8968016596863
264,1737,4575,RAMON CASTRIZ,DR JUAN B MORELLI,46346241,1,-56.1282894111849,-34.8701850300201
265,1737,402,RAMON CASTRIZ,GRAL TIMOTEO APARICIO,46346242,1,-56.1288678518499,-34.8697409016165
266,1737,2173,RAMON CASTRIZ,AV CORRIENTES,46346243,1,-56.1288678518499,-34.8697409016165
267,5604,5442,MANUEL INSUA,CNO PETIROSSI,46346244,1,-56.1307173981585,-34.801868699682
268,5604,5605,MANUEL INSUA,PROF DR JORGE DE VECCHI,46346245,1,-56.1303003388583,-34.8034939195291
269,1474,1422,17 MTS,CALLE 17,46346246,1,-56.2761051516661,-34.8850222317919
270,1474,670,17 MTS,CONT AUSTRIA,46346247,1,-56.2757985995985,-34.8840730345354
271,300,5982,CENTRO AMERICA,PUERTO RICO,46346248,1,-56.2559554163466,-34.8897850372997
272,300,4989,CENTRO AMERICA,AV JOSE BATLLE Y ORDOÃ‘EZ,46346249,1,-56.2587001354847,-34.8892561737949
273,2647,4605,BERNARDO ETCHEVARNE,MARCOS PASSADORE,46346250,1,-56.2233079774493,-34.78120721684
274,2647,3270,BERNARDO ETCHEVARNE,AV CESAR MAYO GUTIERREZ,46346251,1,-56.2243270019536,-34.7807303777339
275,2647,4605,BERNARDO ETCHEVARNE,MARCOS PASSADORE,46346252,1,-56.2229927359671,-34.781371591316
276,5352,6669,CNO CARLOS MARIA DE PENA,ATANASILDO SUAREZ,46346253,1,-56.2168474069463,-34.8487091195279
277,5352,7590,CNO CARLOS MARIA DE PENA,AV DE 20 MTS,46346254,1,-56.2168474069463,-34.8487091195279
278,5352,6807,CNO CARLOS MARIA DE PENA,TEBAS,46346255,1,-56.2174843698534,-34.848359366555
279,2196,4065,ANTONIO D COSTA,BASILIO PEREIRA DE LA LUZ,46346256,1,-56.1399279141083,-34.908161415626
280,2196,4065,ANTONIO D COSTA,BASILIO PEREIRA DE LA LUZ,46346257,1,-56.1401574461823,-34.9081624721265
281,4065,2196,BASILIO PEREIRA DE LA LUZ,ANTONIO D COSTA,46346258,1,-56.1399279141083,-34.908161415626
282,4065,3582,BASILIO PEREIRA DE LA LUZ,JOSE A ITURRIAGA,46346259,1,-56.1400181695565,-34.9077836619783
283,3367,891,AV AL HIPODROMO,BELARMINO,46346260,1,-56.1553798958791,-34.8496506382833
284,3367,6738,AV AL HIPODROMO,TACNA,46346261,1,-56.1553798958791,-34.8496506382833
285,2811,2514,JOSE B FREIRE,EMANCIPACION,46346262,1,-56.2171503790064,-34.8524021439223
286,2811,3960,JOSE B FREIRE,LINTERNA,46346263,1,-56.2171503790064,-34.8524021439223
287,2811,2874,JOSE B FREIRE,PEDRO GALAN,46346264,1,-56.218136982608,-34.853332057638
288,4518,4629,JUAN C MOLINA,GRAL AGUSTIN MUÃ‘OZ,46346265,1,-56.2363303791279,-34.8610199514954
289,4518,6822,JUAN C MOLINA,CARLOS TELLIER,46346266,1,-56.2355222107297,-34.8603668516562
290,240,7050,ALMERIA,RBLA CONCEPCION DEL URUGUAY,46346267,1,-56.1060676252991,-34.8946920369858
291,240,7569,ALMERIA,AV 18 DE DICIEMBRE,46346268,1,-56.1043472360189,-34.8948275562501
292,240,102,ALMERIA,ACONCAGUA,46346269,1,-56.1043472360189,-34.8948275562501
293,6885,330,TIMOTE,ANAGUALPO,46346270,1,-56.2451560947266,-34.8399821121122
294,2832,9094,PEDRO FUENTES,GUSTAVO RUEGGER,46346271,1,-56.1826982819784,-34.8374120226185
295,2832,662,PEDRO FUENTES,ARQ JUAN MARIA AUBRIOT,46346272,1,-56.1831464880425,-34.8378037896487
296,3743,9584,DR MIGUEL LAPEYRE,CALLE DE 12 MTS PLA CIUDAD DE AZUL,46346273,1,-56.107370676964,-34.8768910812786
297,3743,2380,DR MIGUEL LAPEYRE,MYOR JUAN A DOBRICH,46346274,1,-56.1078267573693,-34.8763541697008
298,4356,5643,RBLA REPUBLICA DE MEXICO,POTOSI,46346275,1,-56.053120396547,-34.8904493184228
299,4356,5736,RBLA REPUBLICA DE MEXICO,DR ANDRES F PUYOL,46346276,1,-56.0520917244298,-34.8899618844481
300,5347,9096,ARQ IGNACIO PEDRALBEZ,SARA OTERMIN,46346277,1,-56.1853584834581,-34.8378720873648
301,5347,662,ARQ IGNACIO PEDRALBEZ,ARQ JUAN MARIA AUBRIOT,46346278,1,-56.1849877073024,-34.8371428666705
302,2832,9096,PEDRO FUENTES,SARA OTERMIN,46346279,1,-56.1837774042086,-34.8384603440219
303,5347,9094,ARQ IGNACIO PEDRALBEZ,GUSTAVO RUEGGER,46346280,1,-56.1847972239652,-34.836764021419
304,5347,6414,ARQ IGNACIO PEDRALBEZ,BV APARICIO SARAVIA,46346281,1,-56.1844375661115,-34.8360768162247
305,5138,5294,PSJE A,PSJE E,46346282,1,-56.1615130274441,-34.8311620915637
306,5138,5252,PSJE A,PSJE D,46346283,1,-56.1616714804436,-34.8305172074552
307,5138,3075,PSJE A,CNO GRAL LEANDRO GOMEZ,46346284,1,-56.1613629623414,-34.8321545830505
308,5138,5294,PSJE A,PSJE E,46346285,1,-56.1614898168557,-34.8312478979825
309,5153,3075,PSJE B,CNO GRAL LEANDRO GOMEZ,46346286,1,-56.1610118131125,-34.8321202313468
310,5153,5294,PSJE B,PSJE E,46346287,1,-56.1611475323364,-34.8312209763455
311,5153,5294,PSJE B,PSJE E,46346288,1,-56.1612407391728,-34.8311356526329
312,5153,5252,PSJE B,PSJE D,46346289,1,-56.161378357002,-34.8304893971699
313,3564,7050,AV ITALIA,RBLA CONCEPCION DEL URUGUAY,46346290,1,-56.1050186832911,-34.8858182601432
314,3564,7089,AV ITALIA,VALENCIA,46346291,1,-56.1039746672478,-34.8857606525184
315,3564,7050,AV ITALIA,RBLA CONCEPCION DEL URUGUAY,46346292,1,-56.1053974789721,-34.8858541182026
316,7050,3564,RBLA CONCEPCION DEL URUGUAY,AV ITALIA,46346293,1,-56.1050186832911,-34.8858182601432
317,7050,2601,RBLA CONCEPCION DEL URUGUAY,ESPUELITAS,46346294,1,-56.106277103052,-34.8826940846493
318,8621,2387,DR WASHINGTON BUÃ‘O,CNEL JUAN JOSE DEBALI,46346295,1,-56.1420026262448,-34.8663760996897
319,8621,120,DR WASHINGTON BUÃ‘O,AGACES,46346296,1,-56.142399925769,-34.865763967233
320,2387,8621,CNEL JUAN JOSE DEBALI,DR WASHINGTON BUÃ‘O,46346297,1,-56.1420026262448,-34.8663760996897
321,2387,189,CNEL JUAN JOSE DEBALI,LEOPOLDO ALAS,46346298,1,-56.1426068978272,-34.8666738662159
322,1941,1248,CHIRIGUANOS,CADIZ,46346299,1,-56.1621952111863,-34.8791378492265
323,1941,1965,CHIRIGUANOS,JAIME CIBILS,46346300,1,-56.1621952111863,-34.8791378492265
324,4200,1536,ALCIDES DE MARIA,AV ISLAS CANARIAS,46346301,1,-56.2271895124718,-34.8400399427386
325,4200,2690,ALCIDES DE MARIA,JOSE FERNANDEZ MEDINA,46346302,1,-56.2281029888818,-34.8411501534284
326,3435,109,SARA DE IBAÃ‘EZ,ING JOSE ACQUISTAPACE,46346303,1,-56.0873262792767,-34.8848755276999
327,3435,4996,SARA DE IBAÃ‘EZ,EMILIO ORIBE,46346304,1,-56.0851647200672,-34.8846306182132
328,109,3435,ING JOSE ACQUISTAPACE,SARA DE IBAÃ‘EZ,46346305,1,-56.0873262792767,-34.8848755276999
329,109,7462,ING JOSE ACQUISTAPACE,JUSTINO ZAVALA MUNIZ,46346306,1,-56.0879928356847,-34.8862556601557
330,3807,6024,CALERA DE LAS HUERFANAS,BENITO RIQUET,46346307,1,-56.2387073558023,-34.8722188386494
331,3807,7263,CALERA DE LAS HUERFANAS,BALTASAR MONTERO VIDAURRETA,46346308,1,-56.2384844292813,-34.8724310790545
332,3108,3012,GOWLAND,PEDRO GIRALT,46346309,1,-56.2411047982556,-34.8596679303091
333,3108,1749,GOWLAND,JOSE CASTRO,46346310,1,-56.2416749702351,-34.8601946343771
334,2427,276,CNO JOSE DURAN,VICTORIANO ALVAREZ,46346311,1,-56.2333192247218,-34.795571725713
335,2427,8000,CNO JOSE DURAN,PSJE PEATONAL VEHICULAR,46346312,1,-56.2333192247218,-34.795571725713
336,2427,2213,CNO JOSE DURAN,COSTANERA ARROYO PANTANOSO,46346313,1,-56.235504921457,-34.793676542668
337,9094,2832,GUSTAVO RUEGGER,PEDRO FUENTES,46346314,1,-56.1826982819784,-34.8374120226185
338,9094,5347,GUSTAVO RUEGGER,ARQ IGNACIO PEDRALBEZ,46346315,1,-56.1847972239652,-34.836764021419
339,5353,7065,ORLANDO PEDRAGOSA SIERRA,DR CARLOS MARTINEZ VIGIL,46346316,1,-56.2004589189301,-34.8638868041776
340,5353,7065,ORLANDO PEDRAGOSA SIERRA,DR CARLOS MARTINEZ VIGIL,46346317,1,-56.2005458878557,-34.8637526126977
341,7065,5353,DR CARLOS MARTINEZ VIGIL,ORLANDO PEDRAGOSA SIERRA,46346318,1,-56.2004589189301,-34.8638868041776
342,5700,1143,PROGRESO,RBLA DR BALTASAR BRUM,46346319,1,-56.2052033319929,-34.8785469037671
343,3340,6850,CRISTOBAL CAYETANO DE HERRERA,TOMAS TEXERA,46346320,1,-56.2282902030937,-34.8380886091593
344,3340,5375,CRISTOBAL CAYETANO DE HERRERA,ISIDRO PEREZ DE ROXAS,46346321,1,-56.2274747952803,-34.8371902010699
345,3340,1536,CRISTOBAL CAYETANO DE HERRERA,AV ISLAS CANARIAS,46346322,1,-56.2290359504751,-34.8390012591802
346,6850,3340,TOMAS TEXERA,CRISTOBAL CAYETANO DE HERRERA,46346323,1,-56.2282902030937,-34.8380886091593
347,6850,4200,TOMAS TEXERA,ALCIDES DE MARIA,46346324,1,-56.226432533247,-34.8391088444925
348,306,3213,RBLA SUD AMERICA,GUATEMALA,46346325,1,-56.1952945274257,-34.8924763921281
349,306,2052,RBLA SUD AMERICA,COLOMBIA,46346326,1,-56.1954759909992,-34.8906263207217
350,306,6012,RBLA SUD AMERICA,RIO NEGRO,46346327,1,-56.1946932796982,-34.8979266123834
351,6540,3564,ALBERTO ZUM FELDE,AV ITALIA,46346328,1,-56.0958225034184,-34.8848614878255
352,6540,3564,ALBERTO ZUM FELDE,AV ITALIA,46346329,1,-56.095751865437,-34.8849558397397
353,1815,3564,SEPEE,AV ITALIA,46346330,1,-56.0925004035917,-34.8842170480839
354,1815,3564,SEPEE,AV ITALIA,46346331,1,-56.0925547774971,-34.8841459833778
355,243,3564,ALMIRON,AV ITALIA,46346332,1,-56.0893703335265,-34.8834236491624
356,243,3564,ALMIRON,AV ITALIA,46346333,1,-56.0894085705207,-34.8835253795422
357,1878,3564,JOSE ORDEIG,AV ITALIA,46346334,1,-56.0880866516835,-34.8832006024964
358,1878,3564,JOSE ORDEIG,AV ITALIA,46346335,1,-56.0881368220566,-34.8833043558894
359,1770,3564,CATANIA,AV ITALIA,46346336,1,-56.0853092446808,-34.8831850729004
360,1770,3564,CATANIA,AV ITALIA,46346337,1,-56.0852970202895,-34.8832794262106
361,1071,3564,BOLONIA,AV ITALIA,46346338,1,-56.0783134757251,-34.8809730452731
362,1071,3564,BOLONIA,AV ITALIA,46346339,1,-56.0783970648901,-34.8810016264549
363,1071,3564,BOLONIA,AV ITALIA,46346340,1,-56.0783149364909,-34.8811664697778
364,3306,3564,HAVRE,AV ITALIA,46346341,1,-56.0698658556203,-34.8785401767641
365,3306,3564,HAVRE,AV ITALIA,46346342,1,-56.069886810451,-34.8784394227149
366,3306,3564,HAVRE,AV ITALIA,46346343,1,-56.0700480261679,-34.8781935777366
367,3306,3564,HAVRE,AV ITALIA,46346344,1,-56.0699192534689,-34.87831652503
368,2121,3564,COOPER,AV ITALIA,46346345,1,-56.0679145219699,-34.8782140690099
369,1545,2109,CANELONES,CONSTITUYENTE,46346346,1,-56.1737844066714,-34.9075102723835
370,1545,87,CANELONES,EDUARDO ACEVEDO,46346347,1,-56.174373713674,-34.9075193791305
371,2163,3012,DIONISIO CORONEL,PEDRO GIRALT,46346348,1,-56.2331094043929,-34.8663688189819
372,2163,633,DIONISIO CORONEL,HILARIO ASCASUBI,46346349,1,-56.232298448724,-34.8657068628514
373,942,7903,DR MARTIN BERINDUAGUE,RUTA NAL DR HUGO BATALLA,46346350,1,-56.2359587483178,-34.8725498499566
374,942,2085,DR MARTIN BERINDUAGUE,CONCORDIA,46346351,1,-56.2355288237708,-34.8722496366776
375,1485,942,CAMAMBU,DR MARTIN BERINDUAGUE,46346352,1,-56.2365029948324,-34.8725985791677
376,1485,7263,CAMAMBU,BALTASAR MONTERO VIDAURRETA,46346353,1,-56.2371201888251,-34.8722374935229
377,942,1485,DR MARTIN BERINDUAGUE,CAMAMBU,46346354,1,-56.2365029948324,-34.8725985791677
378,7903,942,RUTA NAL DR HUGO BATALLA,DR MARTIN BERINDUAGUE,46346355,1,-56.2359587483178,-34.8725498499566
379,3990,3279,JOSE LLUPES,BERNARDO DE GUZMAN,46346356,1,-56.2326465019212,-34.8493069915779
380,3990,3279,JOSE LLUPES,BERNARDO DE GUZMAN,46346357,1,-56.232951576094,-34.8491360476163
381,9312,9318,PSJE 1,AV DEL PARQUE,46346358,1,-56.0603975645937,-34.7868526952211
382,360,6435,OLEGARIO ANDRADE,AV SAYAGO,46346359,1,-56.2116674489486,-34.8300191981635
383,360,909,OLEGARIO ANDRADE,BELL,46346360,1,-56.2101547900863,-34.8309422773503
384,3990,7011,JOSE LLUPES,TURUBI,46346361,1,-56.2421255166701,-34.8432385613628
385,3990,7011,JOSE LLUPES,TURUBI,46346362,1,-56.2416777041673,-34.8434467117953
386,7011,3990,TURUBI,JOSE LLUPES,46346363,1,-56.2421255166701,-34.8432385613628
387,7011,3990,TURUBI,JOSE LLUPES,46346364,1,-56.2423777859936,-34.8434401235343
388,2140,5486,CORONA BOREAL,PSJE VICENTE ROSSI,46346365,1,-56.0997506922543,-34.8188320759996
389,5487,2743,PILCOMAYO,ALEJANDRO FLEMING,46346366,1,-56.0918804445264,-34.8919926355392
390,3114,1995,DR JOSE IRURETA GOYENA,TOMAS CLARAMUNT,46346367,1,-56.1450920959469,-34.8644008540727
391,3114,6201,DR JOSE IRURETA GOYENA,CERVANTES SAAVEDRA,46346368,1,-56.1456473008054,-34.8635024906892
392,5193,2994,PSJE ROSSI,HERMANOS GIL,46346369,1,-56.2100051489385,-34.8737642246199
393,5193,597,PSJE ROSSI,BV GRAL ARTIGAS,46346370,1,-56.2095593223532,-34.8740844671952
394,3630,7034,JUJUY,GRAL FRANCISCO URDANETA,46346371,1,-56.1997076717778,-34.8760555596619
395,3630,7056,JUJUY,URUGUAYANA,46346372,1,-56.1997076717778,-34.8760555596619
396,2661,3630,GRAL FARIAS,JUJUY,46346373,1,-56.1996778114101,-34.8766927865761
397,2661,7034,GRAL FARIAS,GRAL FRANCISCO URDANETA,46346374,1,-56.1999485961041,-34.8760700578942
398,2661,7056,GRAL FARIAS,URUGUAYANA,46346375,1,-56.1999485961041,-34.8760700578942
399,2661,2450,GRAL FARIAS,DRA OBDULIA EBOLE,46346376,1,-56.1996778114101,-34.8766927865761
400,7263,1485,BALTASAR MONTERO VIDAURRETA,CAMAMBU,46346377,1,-56.2371201888251,-34.8722374935229
401,2118,597,CONVENIO,BV GRAL ARTIGAS,46346378,1,-56.2081187449968,-34.8736914985714
402,7903,3855,RUTA NAL DR HUGO BATALLA,LAURELES,46346379,1,-56.2425008367098,-34.8699333261407
403,7903,5859,RUTA NAL DR HUGO BATALLA,AV CARLOS MARIA RAMIREZ,46346380,1,-56.2416781208826,-34.870652504607
404,7903,5859,RUTA NAL DR HUGO BATALLA,AV CARLOS MARIA RAMIREZ,46346381,1,-56.2416291596929,-34.8706910740865
405,852,831,PEDRO CELESTINO BAUZA,AV LUIS BATLLE BERRES,46346382,1,-56.238767390635,-34.8524006667053
406,852,1515,PEDRO CELESTINO BAUZA,CAMPICHUELO,46346383,1,-56.2378526157619,-34.8531347011521
407,831,852,AV LUIS BATLLE BERRES,PEDRO CELESTINO BAUZA,46346384,1,-56.238767390635,-34.8524006667053
408,831,1515,AV LUIS BATLLE BERRES,CAMPICHUELO,46346385,1,-56.2381001322354,-34.8527440114455
409,4707,693,AV DR ALFREDO NAVARRO,AYACUCHO,46346386,1,-56.1475285255948,-34.8957341062979
410,4707,6771,AV DR ALFREDO NAVARRO,TALCAHUANO,46346387,1,-56.148630197805,-34.8949941413797
411,4707,1767,AV DR ALFREDO NAVARRO,AV CATALUÃ‘A,46346388,1,-56.1475285255948,-34.8957341062979
412,4707,327,AV DR ALFREDO NAVARRO,AV RAMON ANADOR,46346389,1,-56.1475285255948,-34.8957341062979
413,4707,4680,AV DR ALFREDO NAVARRO,DR ATILIO NARANCIO,46346390,1,-56.1487617687944,-34.8950493674793
414,4707,6771,AV DR ALFREDO NAVARRO,TALCAHUANO,46346391,1,-56.1487617687944,-34.8950493674793
415,4707,1767,AV DR ALFREDO NAVARRO,AV CATALUÃ‘A,46346392,1,-56.1476063343626,-34.8958379943046
416,4707,327,AV DR ALFREDO NAVARRO,AV RAMON ANADOR,46346393,1,-56.1476063343626,-34.8958379943046
417,597,7056,BV GRAL ARTIGAS,URUGUAYANA,46346394,1,-56.2053614175872,-34.8730259654991
418,597,4305,BV GRAL ARTIGAS,MATURANA,46346395,1,-56.2035362164528,-34.8725545692661
419,4149,5585,MALLORCA,PLAZUELA,46346396,1,-56.1234341308636,-34.8766686680332
420,4149,5512,MALLORCA,PIRAN,46346397,1,-56.1223193191515,-34.8768292962779
421,3834,4360,CNEL LASALA,MENENDEZ Y PELAYO,46346398,1,-56.1389562632763,-34.8652080920837
422,3834,7602,CNEL LASALA,20 DE FEBRERO,46346399,1,-56.1391836430049,-34.8660602467103
423,3834,2169,CNEL LASALA,CNO CORRALES,46346400,1,-56.1381904863192,-34.8635612844718
424,7999,630,PSJE 11 DE AGOSTO,ASAMBLEA,46346401,1,-56.1211816647141,-34.8944870205749
425,7999,6051,PSJE 11 DE AGOSTO,AV GRAL RIVERA,46346402,1,-56.1205868244014,-34.895312144061
426,1962,3847,CNO CIBILS,LAS AZUCENAS,46346403,1,-56.2734474486286,-34.8433909345428
427,1962,8204,CNO CIBILS,LOS NOGALES,46346404,1,-56.2733686814794,-34.843725868181
428,1962,1806,CNO CIBILS,CALLE 17 MTS,46346405,1,-56.2733686814794,-34.843725868181
429,4360,3834,MENENDEZ Y PELAYO,CNEL LASALA,46346406,1,-56.1389562632763,-34.8652080920837
430,4360,2523,MENENDEZ Y PELAYO,ALONSO DE ERCILIA,46346407,1,-56.1401227582749,-34.8638495567451
431,2895,5532,DR ALEJANDRO GALLINAL,PITAGORAS,46346408,1,-56.1030411589706,-34.8805053445733
432,2895,3030,DR ALEJANDRO GALLINAL,GODOY,46346409,1,-56.1044993579216,-34.8787305733121
433,3847,1962,LAS AZUCENAS,CNO CIBILS,46346410,1,-56.2734474486286,-34.8433909345428
434,3847,1350,LAS AZUCENAS,CALLE 2,46346411,1,-56.2742795009104,-34.843386447761
435,6960,3696,TRIUNFO,JULIAN LAGUNA,46346412,1,-56.2390690524689,-34.8463205236073
436,6960,3990,TRIUNFO,JOSE LLUPES,46346413,1,-56.2384930576156,-34.8456302482556
437,1962,8215,CNO CIBILS,COSTANERA PARQUE TOMKINSON,46346414,1,-56.2737811585195,-34.8422318507628
438,1350,3847,CALLE 2,LAS AZUCENAS,46346415,1,-56.2742795009104,-34.843386447761
439,1350,8204,CALLE 2,LOS NOGALES,46346416,1,-56.2737264638876,-34.8439735021623
440,7034,3630,GRAL FRANCISCO URDANETA,JUJUY,46346417,1,-56.1997076717778,-34.8760555596619
441,7034,126,GRAL FRANCISCO URDANETA,AV AGRACIADA,46346418,1,-56.1993380545557,-34.8755821191213
442,7034,7056,GRAL FRANCISCO URDANETA,URUGUAYANA,46346419,1,-56.1997076717778,-34.8760555596619
443,1239,9077,HILARIO CABRERA,CNO SAUL PILCHIK,46346420,1,-56.1998431845201,-34.8001828932034
444,1239,206,HILARIO CABRERA,CNO AL PASO DE LA CRUZ,46346421,1,-56.1953224601771,-34.8028931056449
445,2411,4143,AV DEL ZODIACO,CNO MALDONADO,46346422,1,-56.106364394082,-34.8271752064852
446,2411,6219,AV DEL ZODIACO,SAGITARIO,46346423,1,-56.1055092635253,-34.8282640165202
447,9555,9548,AV DEL POLO,HIBISCOS,46346424,1,-56.0679535898049,-34.8654613314738
448,9555,2992,AV DEL POLO,CNO GIGANTES,46346425,1,-56.0670108097038,-34.8655479926118
449,2411,8358,AV DEL ZODIACO,CALLE E,46346426,1,-56.1050743716499,-34.8287535290014
450,2971,8361,GEMINIS,PSJE A,46346427,1,-56.1034705217274,-34.8297263525025
451,2971,1599,GEMINIS,CAPRICORNIO,46346428,1,-56.1022449684883,-34.8290201146179
452,114,1599,ACUARIO,CAPRICORNIO,46346429,1,-56.1020853523387,-34.8277855356719
453,114,8361,ACUARIO,PSJE A,46346430,1,-56.1041220324842,-34.8288889861375
454,6219,8358,SAGITARIO,CALLE E,46346431,1,-56.1048918434937,-34.827941901199
455,6219,3928,SAGITARIO,LIBRA,46346432,1,-56.1025931395585,-34.8266399577811
456,4143,2411,CNO MALDONADO,AV DEL ZODIACO,46346433,1,-56.106364394082,-34.8271752064852
457,4143,3928,CNO MALDONADO,LIBRA,46346434,1,-56.1035032647997,-34.8255727744583
458,3345,3387,JUAN JOSE HERRERA,HORACIO,46346435,1,-56.1386007800445,-34.900546745933
459,3345,846,JUAN JOSE HERRERA,FRANCISCO BAUZA,46346436,1,-56.1388869315531,-34.8997954768646
460,2109,1545,CONSTITUYENTE,CANELONES,46346437,1,-56.1737711460439,-34.9074398417168
461,2109,87,CONSTITUYENTE,EDUARDO ACEVEDO,46346438,1,-56.1743985653891,-34.9073210070387
462,1545,2109,CANELONES,CONSTITUYENTE,46346439,1,-56.1737711460439,-34.9074398417168
463,1545,3594,CANELONES,JUAN D JACKSON,46346440,1,-56.1731704631524,-34.9074370068935
464,7617,3585,25 DE AGOSTO,ITUZAINGO,46346441,1,-56.2057487822204,-34.9033694526215
465,7617,3069,25 DE AGOSTO,JUAN CARLOS GOMEZ,46346442,1,-56.2048758222893,-34.9027320608866
466,2009,6113,LUIS CLUZEAU MORTET,RAMON RODRIGUEZ SOCAS,46346443,1,-56.1103092377173,-34.8758925047136
467,2009,5346,LUIS CLUZEAU MORTET,ADOLFO PEDRALBES,46346444,1,-56.1110102340555,-34.876258026443
468,3669,4267,LACIO,PBRO SILVERIO ANTONIO MARTINEZ,46346445,1,-56.1378817015574,-34.8390490630661
469,5475,7617,PIEDRAS,25 DE AGOSTO,46346446,1,-56.2026975938634,-34.9029249224226
470,5475,4509,PIEDRAS,BARTOLOME MITRE,46346447,1,-56.2036869858725,-34.9032809167754
471,5475,3633,PIEDRAS,JUNCAL,46346448,1,-56.2022989012703,-34.9027863022913
472,7617,5475,25 DE AGOSTO,PIEDRAS,46346449,1,-56.2026975938634,-34.9029249224226
473,7617,4509,25 DE AGOSTO,BARTOLOME MITRE,46346450,1,-56.2039553055063,-34.902712251628
474,5352,807,CNO CARLOS MARIA DE PENA,CAP BASEDAS,46346451,1,-56.2097418315735,-34.8525462985634
475,5352,1743,CNO CARLOS MARIA DE PENA,CNO CASTRO,46346452,1,-56.2085047444711,-34.8531880743757
476,2109,1545,CONSTITUYENTE,CANELONES,46346453,1,-56.1737844066714,-34.9075102723835
477,2109,3594,CONSTITUYENTE,JUAN D JACKSON,46346454,1,-56.1731640367779,-34.9076263150771
478,6540,3564,ALBERTO ZUM FELDE,AV ITALIA,46346455,1,-56.0956923507987,-34.8850336887484
479,9111,6359,PSJE 45,SANTA CRUZ DE LA SIERRA,46346456,1,-56.2566119330655,-34.8719969355363
480,9111,3294,PSJE 45,HAITI,46346457,1,-56.2564225923052,-34.8728675296672
481,951,2274,BERNA,CUBA,46346458,1,-56.2595295717309,-34.877992556934
482,951,2727,BERNA,FILIPINAS,46346459,1,-56.2606019652821,-34.878143118051
483,951,5274,BERNA,PATAGONIA,46346460,1,-56.2616548188663,-34.8782987587511
484,6990,1628,CNO CAP MATEO TULA DUFORT,ANTONIO TEODORO CARAVIA,46346461,1,-56.148875496842,-34.8215303955019
485,6990,8188,CNO CAP MATEO TULA DUFORT,CNO CONT CURUPU,46346462,1,-56.1496715577766,-34.8215511251424
486,4488,258,FRANCISCO MIRANDA,BENITO ALVAREZ,46346463,1,-56.2140638264179,-34.8450871324183
487,4488,5838,FRANCISCO MIRANDA,CNO MOLINOS DE RAFFO,46346464,1,-56.2122188803205,-34.8461750109775
488,8204,3853,LOS NOGALES,LAS BEGONIAS,46346465,1,-56.2757110906942,-34.8457753106231
489,8204,2503,LOS NOGALES,EL GRECO,46346466,1,-56.2761111993254,-34.8462040053607
490,1312,5385,PSJE MARIO ORRICO,PSJE SAENZ PEÃ‘A,46346467,1,-56.2263687879503,-34.8134667367886
